Image,price,emi,a,size,b,c,society,d,location,possession,total_sqft,price_per_sqft,,description,image,e,agent,Title,cta,cta8
,40.0 L,EMI starts at 21.18 K,,1 BHK,,,"Girish Co Operative Housing Ltd,Sector 20, Nerul,Navi Mumbai",,,Build Up Area,348 sq.ft,11.49 K/sq.ft,,"This is Big 1 Room kitchen, road/garden side (East) facing Flat on 1st floor more than 310 carpet area. Flat is semi furnished. This modern unit has a built-up area of 348 Square feet and 310 carpet area. You can easily convert it into 1 bedroom flat. 24*7 water available, Society registered, Pipe Gas, rikshaw stand, market is very nearby. proposed garden is in front of the building so window view is superb. 5 min away from jewels of Navi mumbai, 10 min walking away from Nerul Station.",,,,Owner,View Phone,Contact
,1.85 Cr,EMI starts at 91.85 K,,3 BHK,,,Sagar Sangam CHS,,"Sector 4, Nerul,Navi Mumbai",Build Up Area,985 sq.ft,18.78 K/sq.ft,,,,,,Owner,View Phone,Contact
,90.0 L,EMI starts at 44.68 K,,1 BHK,,,CGHS Safal Residency,,"Sector 25, Nerul,Navi Mumbai",Build Up Area,650 sq.ft,13.85 K/sq.ft,,,,,,Owner,View Phone,Contact
,1.8 Cr,EMI starts at 89.36 K,,3 BHK,,,Sai Krupa,,"Sector 27, Nerul,Navi Mumbai",Build Up Area,1022 sq.ft,17.61 K/sq.ft,,"Looking for a good 3 BHK Apartment in Nerul, Navi Mumbai? This property is in one of Navi Mumbai's most popular locations. The property is on floor 1. Total number of floors is 4. Maintenance charges of this property is Rs 2000. This Apartment is available for Rs 1.8 Cr. This modern unit has a built-up area of 1022 Square feet. The carpet area of this Apartment is 851 Square feet. There are 3 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Apollo Hospitals, NeuroGen Brain and Spine Institute - Stem Cell Therapy, and MGM Hospital & Research Center. Establish...",,,Shivu Nair,Agent,View Phone,Contact
,45.0 L,EMI starts at 23.83 K,,1 BHK,,,"shirvane sector 1,Shiravane, Nerul,Navi Mumbai",,,Build Up Area,356 sq.ft,12.64 K/sq.ft,,"A 1 BHK Apartment for sale in Nerul, Navi Mumbai. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Nerul's most desired properties. Contact now for more information. This 1 BHK unit is on floor 2. There are 4 floors in this property. The price of this Apartment is Rs 45.0 L. Maintenance charges come to Rs 550. Each unit has a built-up area of 356 Square feet. There are 1 bedroom. There is provision for 1 bathroom. This residential property is near Swami Shukdevanand High School, MORYA INSTITUTE OF MUSIC, and (NMNC SCHOOL). It ...",,,,Owner,View Phone,Contact
,90.0 L,EMI starts at 44.68 K,,1 BHK ,,,"sai sparsh chs,Sector 19, Nerul,Navi Mumbai",,,Build Up Area,615 sq.ft,14.63 K/sq.ft,,"Property for sale in Nerul, Navi Mumbai. This 1 BHK Independent Floor is located in Navi Mumbai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 5. The total number of floors in this building is 6. This Independent Floor's price is Rs 90.0 L. The built-up area is 615 Square feet. The property has 1 bedroom and 1 bathroom. This Independent Floor is strategically located within close distance of famous healthcare centres such as Apollo Hospitals, NeuroGen Brain and Spine Institute - Stem Cell Therapy, and MGM Hospital & Research Cente...",,,,Owner,View Phone,Contact
,3.1 Cr,EMI starts at 1.54 Lacs,,3 BHK,,,"Sector 25,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,2200 sq.ft,14.09 K/sq.ft,,,,,Santosh,Agent,View Phone,Contact
,3.9 Cr,EMI starts at 1.94 Lacs,,3 BHK ,,,"Park view,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,2800 sq.ft,13.93 K/sq.ft,,"Main road facing 3 bhk row house is available for sale in nerul posh locality, well maintain row house, all title clear. It's having big store room in basement, very spacious bedrooms, having big space outside kitchen for gardening and lawn in entrance of row house, 4 toilet bathrooms, and 2 terrace, 2 car parking. 3 minutes walking distance from nerul station. It's located in market place so you will get all necessary things nearby. Schools, restaurants and hospitals are available within 5 minutes walking distance. The property is located on the main road Piped gas facility is available. The ...",,,Pramod,Agent,View Phone,Contact
,2.5 Cr,EMI starts at 1.24 Lacs,,2 BHK ,,,"Housing Society ,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,1400 sq.ft,17.86 K/sq.ft,,"A 2 BHK Independent Floor for sale in Nerul, Navi Mumbai. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Nerul's most desired properties. Contact now for more information. This 2 BHK unit is on floor 16. There are 19 floors in this property. The price of this Independent Floor is Rs 2.5 Cr. Each unit has a built-up area of 1400 Square feet. The carpet area is 1000 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Apeejay School, Kidzee, and Ambition Academy. It is also close to Apollo Hospitals, NeuroGen Bra...",,,Shravasti Property Consultant,Agent,View Phone,Contact
,58.0 L,EMI starts at 30.71 K,,1 BHK,,,Sai dham,,"Sector 6, Nerul,Navi Mumbai",Build Up Area,550 sq.ft,10.54 K/sq.ft,,"Best 1 BHK Apartment for modern-day lifestyle is now available for sale. Grab this 1 BHK property for sale in one of Navi Mumbai's top location, Nerul. It is situated on floor 4. The total number of floors in this Apartment is 4. The property price of this unit is Rs 58.0 L. Monthly maintenance costs Rs 950. The carpet area of this unit is 400 Square feet. The built-up area is 550 Square feet. There are 1 bedroom and 1 bathroom. It is an ideal location for young families with kids, as this property is close to Kidzee, Wonderbuds International Preschool, and Zilla Parishad School. Healthcare fa...",,,Santosh,Agent,View Phone,Contact
,10.0 Cr,EMI starts at 4.96 Lacs,,4 BHK ,,,"Sector 15, Nerul,Navi Mumbai",,,Build Up Area,4500 sq.ft,22.22 K/sq.ft,,"Ultra luxury Sea View apartments for the select few on Palm Beach Road. Come and have a look around your future casa!
Construction in full swing


4500 sq.Ft salable area
2700 sq. Ft. Carpet area
Personal bio-metric lifts
Vaastu compliant east west facing
(2 flats on one floor -Jodi available )
Location: Palm beach road, navi mumbai
Possession: 2024 December",,,Anil Gupta,Agent,View Phone,Contact
,1.65 Cr,EMI starts at 81.92 K,,2 BHK,,,"Sector 28, Nerul,Navi Mumbai",,,Build Up Area,1300 sq.ft,12.69 K/sq.ft,,"Looking for a 2 BHK Apartment for sale in Navi Mumbai? Your search ends here. Buy this 2 BHK property in Navi Mumbai's finest location, Nerul. It is on floor 4 out of 14 floors. The built up area of this property is 1300 Square feet. It is spacious for a family and this property has a carpet area of 850 Square feet. This property is North-East facing. There are 2 bedrooms and 2 bathroom. The Apartment has lift facility. It is a thoroughly safe premise with cctv facility. Other facilities include amenities like Gym, Garden, Sports Facility, Intercom, Clubhouse. This property has power backup fa...",,,Balaji Estate Consultant,Agent,View Phone,Contact
,63.0 L,EMI starts at 33.36 K,,1 BHK,,,"Blue palm,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,521 sq.ft,12.09 K/sq.ft,,"1 BHK Apartment for sale in Navi Mumbai. This property is in Nerul, which is a coveted investment location. This tastefully designed 1 BHK unit is among Navi Mumbai's best properties. Contact now for more details. This property in Navi Mumbai is on floor 4. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 63.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 521 Square feet. The carpet area is 406 Square feet. This is a North-East facing property. It has 1 bathroom and 1 bedroom. This property has lift...",,,Balaji Estate Consultant,Agent,View Phone,Contact
,1.1 Cr,EMI starts at 54.61 K,,2 BHK,,,"Sector 21 nerul east,Sector 21, Nerul,Navi Mumbai",,,Build Up Area,850 sq.ft,12.94 K/sq.ft,,"One of the finest property in Nerul is now available for sale. This is a 2 BHK Apartment. Make it yours now. It is on floor 2. It is a 3 storeyed building. This Apartment is spacious with a built-up area of 850 Square feet. The carpet area is 600 Square feet. It is a West-facing property with a good view. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as The Tree House, ART & DRAWING CLASSES Aditya Kala Academy, and STEPPING STONES - PLAYSCHOOL IN NERUL, MUMBAI. It is also close to good and reputed hospitals like Apoll...",,,Balaji Estate Consultant,Agent,View Phone,Contact
,1.4 Cr,EMI starts at 69.50 K,,2 BHK,,,"Manorama tower,Sector 10, Nerul,Navi Mumbai",,,Build Up Area,1061 sq.ft,13.20 K/sq.ft,,"Property for sale in Nerul, Navi Mumbai. This 2 BHK Apartment is located in Navi Mumbai's most promising location. It is on floor 5. The total number of floors in this building is 7. This Apartment is a spacious unit, with carpet area of 750 Square feet and is ideal for families. The built-up area is 1061 Square feet. The property has 2 bedrooms and 2 bathroom. This unit enjoys a good view and is a West facing property. This residential building in Nerul, Navi Mumbai has lift facility. This Apartment is strategically located within close distance of famous healthcare centres such as Apollo Hos...",,,Balaji Estate Consultant,Agent,View Phone,Contact
,65.0 L,EMI starts at 34.42 K,,1 BHK ,,,suman arcade,,"Sector 22, Nerul,Navi Mumbai",Build Up Area,600 sq.ft,10.83 K/sq.ft,,"One of the finest property in Nerul is now available for sale. This is a 1 BHK Independent Floor posted directly by owner. Make it yours now. It is on floor 2. It is a 4 storeyed building. The price of this Independent Floor is Rs 65.0 L. Other charges when you move into this property include maintenance, which is Rs 1200. This Independent Floor is spacious with a built-up area of 600 Square feet. The carpet area is 425 Square feet. There are 1 bedroom and 1 bathroom. This property ensures you are a quick distance away from the city's best schools such as Kidzee, Ultimare Champs, and Yogasolama...",,,,Owner,View Phone,Contact
https://is1-3.housingcdn.com//863f860a/83b4708e0186bbea83a90fae0a92399e/v1/original.png,1.52 Cr,EMI starts at 75.46 K,,2 BHK,,,"Sector 17, Nerul,Navi Mumbai",,,Build Up Area,1100 sq.ft,13.82 K/sq.ft,,Beautifull 2bhk in complex where highway is just beside and station is hardly 10 minutes by walk,https://housing-cl.s3.amazonaws.com/profile_pictures/b1e640b6-7022-4502-bd25-d00d8e5220f5/photo.jpg,,Sudhakar,Agent,View Phone,Contact
https://is1-3.housingcdn.com/01c16c28/1df2a4e0e22d3c008985806861ee4437/v0/medium/1_bhk_apartment-for-sale-nerul-Navi+Mumbai-living_room.jpg.webp,60.0 L,EMI starts at 31.77 K,,1 BHK,,,"Citizen nerul,Sector 6, Nerul,Navi Mumbai",,,Build Up Area,560 sq.ft,10.71 K/sq.ft,,"Nerul west sector 6 near royal panjab hotel.
G+3 building flat on 3rd floor wothout lift. 
Flat is in good condition all work done
Title clear property
10min plam beach highway 13min soin panvel highway. ",,,Hasmukh Pawar,Agent,View Phone,Contact
,1.95 Cr,EMI starts at 96.81 K,,3 BHK,,,"Sec 21 Nerul,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,1200 sq.ft,16.25 K/sq.ft,,,,,Santosh,Agent,View Phone,Contact
,80.0 L,EMI starts at 39.72 K,,1 BHK,,,"Landmark building,Sector 23, Nerul,Navi Mumbai",,,Build Up Area,535 sq.ft,14.95 K/sq.ft,,1. 600 MTRs walking distance from nerul and seawood railway station 2. Near seawood grand Central Mall and airspace movieplex. 3. Near nerul police station 4. 2 mins walk for daily Shopping 5. 🏨 Appolo hospital and fire station nearby 6. 🕋 Masjid inside society premises. 7. 🏦 Banking hub 8. School and gardens nearby 9. All emergency facility available,,,,Owner,View Phone,Contact
,1.75 Cr,EMI starts at 86.88 K,,4 BHK,,,Anandvan Cooperative Housing Society,,"Sector 4, Nerul,Navi Mumbai",Build Up Area,1250 sq.ft,14.00 K/sq.ft,,"Best 4 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Navi Mumbai's top location, Nerul. It is situated on floor 1. The total number of floors in this Apartment is 3. The property price of this unit is Rs 1.75 Cr. Monthly maintenance costs Rs 1500. The carpet area of this unit is 1020 Square feet. The built-up area is 1250 Square feet. There are 4 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Kidzee, NMMC school, and Anokhee Pre-sc...",,,,Owner,View Phone,Contact
,40.0 L,EMI starts at 21.18 K,,0,,,Neelsidhi Jai Balaji CHS,,"Sector 6, Nerul,Navi Mumbai",Plot Area,4000 sq.mt,1.00 K/sq.mt,,"4000 Square meters 0, Navi Mumbai. This farm land has a dimension of 80.0 mt length and 50.0 mt width. This farm land in Nerul is available at a price of Rs 40.0 L. The average price per sqft is Rs 1.0k. The name of the project is Neelsidhi Jai Balaji CHS. The width of the facing road is 9.0 mt. The most popular landmarks near this farm land are Chinese Katta, U.S.Pizza, and Indigo Deli",,,,Owner,View Phone,Contact
,30.0 L,EMI starts at 15.89 K,,0,,,"Sector 15, Nerul,Navi Mumbai",,,Plot Area,1200 sq.ft,2.50 K/sq.ft,,"1200 Square feet Plot for sale in Nerul, Mumbai. This land has a dimension of 30.0 mt length 40.0 mt width. Price. The width of the facing road is 25.0 mt. The most popular landmarks near this plot are Apeejay School, Ekveera Fast Foods, and Mammas Kitchen",,,,Owner,View Phone,Contact
,85.0 L,EMI starts at 42.20 K,,2 BHK ,,,"Sector 23, Nerul,Navi Mumbai",,,Build Up Area,1150 sq.ft,7.39 K/sq.ft,,"Best 2 BHK Independent Floor for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Navi Mumbai's top location, Nerul. It is situated on floor 4. The total number of floors in this Independent Floor is 4. The property price of this unit is Rs 85.0 L. Monthly maintenance costs Rs 2500. The carpet area of this unit is 1100 Square feet. The built-up area is 1150 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Star Classes, Building B...",,,,Owner,View Phone,Contact
,3.4 Cr,EMI starts at 1.69 Lacs,,4 BHK ,,,"Sector 21, Nerul,Navi Mumbai",,,Build Up Area,2200 sq.ft,15.45 K/sq.ft,,"Best 4 BHK Independent Floor for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Mumbai's top location, Nerul. It is situated on floor 2. The total number of floors in this Independent Floor is 3. The property price of this unit is Rs 3.25 Cr. Monthly maintenance costs Rs 3000. The carpet area of this unit is 1700 Square feet. The built-up area is 2500 Square feet. There are 4 bedrooms and 3 bathroom. This property enjoys a good view and is East-facing. It is an ideal location for young families with kids, as t...",,,,Owner,View Phone,Contact
,1.75 Cr,EMI starts at 86.88 K,,3 BHK ,,,Omkar,,"Sector 21, Nerul,Navi Mumbai",Build Up Area,1600 sq.ft,10.94 K/sq.ft,,Terrace available 400 feet,,,Arun S Chavan,Agent,View Phone,Contact
,5.0 Cr,EMI starts at 2.48 Lacs,,0,,,"Shiravane, Nerul,Navi Mumbai",,,Plot Area,1000 sq.mt,50.00 K/sq.mt,,1000 mtr plot Near Lp nerul ,,,Swapnil Ghodake,Agent,View Phone,Contact
,63.0 L,EMI starts at 33.36 K,,1 BHK,,,Vishwashanti Apartments,,"Sector 8, Nerul,Navi Mumbai",Build Up Area,500 sq.ft,12.60 K/sq.ft,,"1 BHK Apartment for sale in Nerul, Navi Mumbai with modern-day amenities. The Apartment is in Nerul which is a promising investment destination in Navi Mumbai. This might be your chance to grab the best 1 BHK property for sale in Nerul. The property is on floor 1 and the total number of floors is 2. Residents also need to pay maintenance charges of Rs 100. It is a very spacious property, spread over 450 Square feet. The built-up area is 500 Square feet. This property has provision for 1 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Advance...",,,Vishal Sawant,Agent,View Phone,Contact
,1.1 Cr,EMI starts at 54.61 K,,2 BHK,,,"Madganga Chaya,Sector 6, Nerul,Navi Mumbai",,,Build Up Area,950 sq.ft,11.58 K/sq.ft,,"Check out this 2 BHK Apartment for sale in Nerul, Mumbai. This 2 BHK Apartment is perfect for a modern-day lifestyle. Nerul is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Apartment for sale now. This unit for sale is in Madganga Chaya in Nerul. It is located on floor 1. The total number of floors in this project is 5. This property is a modern-day abode, with 950 Square feet built-up area. The carpet-area is 700.0 Square feet. It is a West-facing property. The unit has 2 bedrooms and 2 bathroom. It is a gated community. Educational institutions...",,,Lucky,Agent,View Phone,Contact
,65.0 L,EMI starts at 34.42 K,,1 BHK,,,Goodwill Goodwill Apartments,,"Sector 11, Nerul,Navi Mumbai",Build Up Area,450 sq.ft,14.44 K/sq.ft,,"Check out this 1 BHK Apartment for sale in Nerul, Navi Mumbai. This 1 BHK Apartment is perfect for a modern-day lifestyle. Nerul is a promising location in Navi Mumbai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 4. The property's price is Rs 65.0 L. Residents in this property pay Rs 500 towards maintenance. This property is a modern-day abode, with 450 Square feet built-up area. The carpet-area is 400 Square feet. The unit has 1 bedroom and 1 bathroom. Educational institutions are...",,,Vishal Sawant,Agent,View Phone,Contact
,65.0 L,EMI starts at 34.42 K,,1 BHK,,,Riddhi Siddhi Apartment,,"Sector 20, Nerul,Navi Mumbai",Build Up Area,450 sq.ft,14.44 K/sq.ft,,"Looking for a good 1 BHK Apartment in Nerul, Navi Mumbai? This property is in one of Navi Mumbai's most popular locations. The property is on floor 2. Total number of floors is 4. Maintenance charges of this property is Rs 500. This Apartment is available for Rs 65.0 L. This modern unit has a built-up area of 450 Square feet. The carpet area of this Apartment is 400 Square feet. There are 1 bedroom and 1 bathroom. It is very close to some of city's best hospitals, such as, Apollo Hospitals, Advanced Eye Hospital and Institute, and NeuroGen Brain and Spine Institute - Stem Cell Therapy. Establi...",,,Vishal Sawant,Agent,View Phone,Contact
,3.25 Cr,EMI starts at 1.61 Lacs,,5 BHK ,,,"Sector 15, Nerul,Navi Mumbai",,,Build Up Area,2800 sq.ft,11.61 K/sq.ft,,"Looking for a 5 BHK Villa for sale in Navi Mumbai? Your search ends here. Buy this 5 BHK property in Navi Mumbai's finest location, Nerul. This Villa is available at a reasonable price of Rs 3.25 Cr. Maintenance charges in this property is Rs 0. The built up area of this property is 2800 Square feet. It is spacious for a family and this property has a carpet area of 1900 Square feet. There are 5 bedrooms and 4 bathroom. There are a number of reputed schools in the vicinity such as Apeejay School, Kidzee, and Ambition Academy. Medical facility is also close at hand with names like Apollo Hospit...",,,Mansi Rankhambe,Agent,View Phone,Contact
,2.5 Cr,EMI starts at 1.24 Lacs,,5 BHK ,,,Parsik Hill,,"Sector 23, Nerul,Navi Mumbai",Build Up Area,1900 sq.ft,13.16 K/sq.ft,,"One of the finest property in Nerul is now available for sale. This is a 5 BHK Villa. Make it yours now. The price of this Villa is Rs 2.5 Cr. Other charges when you move into this property include maintenance, which is Rs 5000. This Villa is spacious with a built-up area of 1900 Square feet. The carpet area is 1900 Square feet. There are 5 bedrooms and 5 bathroom. This property ensures you are a quick distance away from the city's best schools such as Millionaire Public School, DRONACHARYA IAS ACADEMY, and Study Circle. It is also close to good and reputed hospitals like Apollo Hospitals, Neu...",,,Suyash Kadam,Agent,View Phone,Contact
,35.0 L,EMI starts at 18.53 K,,1 BHK,,,Ganesh Apartment,,"Sector 28, Nerul,Navi Mumbai",Build Up Area,350 sq.ft,10.00 K/sq.ft,,"Property is in Nerul sector 20 7min walking railway station 7min plambeach highway
This property is 1rk group+3 n flat on 3floor no lift ",,,Hasmukh Pawar,Agent,View Phone,Contact
,1.4 Cr,EMI starts at 69.50 K,,2 BHK ,,,"NERUL sector 16,Sector 16, Nerul,Navi Mumbai",,,Build Up Area,1400 sq.ft,10.00 K/sq.ft,,"2 BHK , Navi Mumbai with modern-day amenities. The Independent House is in Nerul which is a promising investment destination in Navi Mumbai. This might be your chance to grab the best 2 BHK property for sale in Nerul. This 2 BHK Independent House is available at a reasonable price of Rs 1.4 Cr. Residents also need to pay maintenance charges of Rs 500. It is a very spacious property, spread over 1200 Square feet. The built-up area is 1400 Square feet. This property has provision for 3 bathroom. It enjoys a strategic location with many reputed and multispeciali...",,,Santosh,Agent,View Phone,Contact
,68.0 L,EMI starts at 36.01 K,,1 BHK,,,"Kalpataru Society,Sector 20, Nerul,Navi Mumbai",,,Build Up Area,440 sq.ft,15.45 K/sq.ft,,"Looking for a good 1 BHK Apartment in Nerul, Mumbai? This property is in one of Mumbai's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 2. This Apartment is available for Rs 68.0 L. This modern unit has a built-up area of 440 Square feet. There are 1 bedroom and 1 bathroom. It is very close to some of city's best hospitals, such as, Apollo Hospitals, Advanced Eye Hospital and Institute, and NeuroGen Brain and Spine Institute - Stem Cell Therapy. Established schools, such as Kidzee, HTFE Solutions, and Nerul Marathi School are also...",,,,Owner,View Phone,Contact
,68.0 L,EMI starts at 36.01 K,,1 BHK,,,"Sector 17, Nerul,Navi Mumbai",,,Build Up Area,450 sq.ft,15.11 K/sq.ft,,"Looking for a good 1 BHK Apartment in Nerul, Mumbai? This property is in one of Mumbai's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 2. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 68.0 L. This modern unit has a built-up area of 450 Square feet. It is very close to some of city's best hospitals, such as, Apollo Hospitals, NeuroGen Brain and Spine Institute - Stem Cell Therapy, and MGM Hospital & Research Center. Established schools, such as Infinity Minds, Nerul, Little Millennium Nerul East,...",,,,Owner,View Phone,Contact
,79.0 L,EMI starts at 39.22 K,,1 BHK,,,"Suswapna Apartment,Sector 23, Nerul,Navi Mumbai",,,Build Up Area,600 sq.ft,13.17 K/sq.ft,,,,,,Owner,View Phone,Contact
,79.0 L,EMI starts at 39.22 K,,1 BHK,,,"SUSWAPNA APARTMENT,Sector 23, Nerul,Navi Mumbai",,,Build Up Area,600 sq.ft,13.17 K/sq.ft,,,,,,Owner,View Phone,Contact
,1.2 Cr,EMI starts at 59.58 K,,2 BHK,,,Saptarshi,,"Sector 15, Nerul,Navi Mumbai",Build Up Area,900 sq.ft,13.33 K/sq.ft,,,,,,Owner,View Phone,Contact
,3.35 Cr,EMI starts at 1.66 Lacs,,5 BHK ,,,"Sector 19A, Nerul,Navi Mumbai",,,Build Up Area,3200 sq.ft,10.47 K/sq.ft,,"5 BHK , Navi Mumbai - contact now, for details about the most coveted property. This 5 BHK unit is available in Nerul and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Nerul. The price of this Independent House is Rs 3.35 Cr. It is a good, spacious Independent House unit with carpet area of 3000 Square feet. The built-up area is 3200 Square feet. There are 5 bedrooms and 6 bathroom. This is a gated community. It is a thoroughly secure premise with cctv facility. Other facilities include provisions for Garden, Inte...",,,Shakil,Agent,View Phone,Contact
,53.0 L,EMI starts at 28.07 K,,1 BHK,,,Sahyadri Darshan Apartments,,"Sector 8, Nerul,Navi Mumbai",Build Up Area,400 sq.ft,13.25 K/sq.ft,,,,,Vishal Sawant,Agent,View Phone,Contact
,50.0 L,EMI starts at 26.48 K,,2 BHK,,,"Nivara APT,Sector 6, Nerul,Navi Mumbai",,,Build Up Area,550 sq.ft,9.09 K/sq.ft,,,,,Sahil Patil,Agent,View Phone,Contact
,55.0 L,EMI starts at 29.13 K,,1 BHK,,,"Sai Krupa Chs,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,475 sq.ft,11.58 K/sq.ft,,"It is furnished flat,located in Sai Krupa Chs E1 Type CIDCO. Situated in Prominent locality.The Flat is on Ground floor of the building.This property has 2 bathrooms.The unit has covered parking and 1 Open Parking.",,,Shakil,Agent,View Phone,Contact
,18.0 L,EMI starts at 9.53 K,,0,,,"Sector 15, Nerul,Navi Mumbai",,,Plot Area,150 sq.ft,12.00 K/sq.ft,,"150 Square feet Plot for sale in Nerul, Navi Mumbai. This land has a dimension of 20.0 mt length 10.0 mt width. This Plot is available at a price of Rs 18.0 L. The average price per sqft is Rs 12.0k. Price. The width of the facing road is 12.0 mt. The brokerage amount to be paid is Rs 36000. The most popular landmarks near this plot are Apeejay School, Ekveera Fast Foods, and Mammas Kitchen",,,Mansi Rankhambe,Agent,View Phone,Contact
,80.0 L,EMI starts at 39.72 K,,1 BHK,,,"Deep sagar chs,Sector 15, Nerul,Navi Mumbai",,,Build Up Area,640 sq.ft,12.50 K/sq.ft,,,,,Kannan Yadav,Agent,View Phone,Contact
,55.0 L,EMI starts at 29.13 K,,1 BHK,,,Gurukrupa CHS,,"Sector 15, Nerul,Navi Mumbai",Build Up Area,640 sq.ft,8.59 K/sq.ft,,,,,Kannan Yadav,Agent,View Phone,Contact
,90.0 L,EMI starts at 44.68 K,,1 BHK,,,"Vishnu Priya Chs Nerul Sector 18a,Sector 18A, Nerul,Navi Mumbai",,,Build Up Area,650 sq.ft,13.85 K/sq.ft,,Available 1 bhk sale Sector 18 A Nerul West Navi mumbai For more details Call me vikas Singh...,,,Vikas Singh,Agent,View Phone,Contact
,1.3 Cr,EMI starts at 64.54 K,,2 BHK,,,Innovative RK Residency,,"Sector 28, Nerul,Navi Mumbai",Build Up Area,1010 sq.ft,12.87 K/sq.ft,,2bhk flat at Rent Nerul Sector 28,,,Vikas Singh,Agent,View Phone,Contact
,60.0 L,EMI starts at 31.77 K,,1 BHK ,,,"Sector 18A, Nerul,Navi Mumbai",,,Build Up Area,550 sq.ft,10.91 K/sq.ft,,"It's a gated community Rowhouse, which includes Ground floor + 1st floor & Terrace(G+1 & Terrace).

It's a fully furnished living space along with 2 bathroom & Modular kitchen. 

Appliance & Furniture included 

Top load washing machine
Window AC
Double Door fridge
4 door wooden wardrobe 
Custom-made King sized bed
Dressing mirror with stool
Sofa cum bed
Dinning table for 4
TV Unit & Many more",,,,Owner,View Phone,Contact
,30.0 L,EMI starts at 15.89 K,,1 BHK,,,"shree sejinath apartment,Sarsola Village, Nerul,Navi Mumbai",,,Build Up Area,770 sq.ft,3.90 K/sq.ft,,"Check out this 1 BHK Apartment for sale in Nerul, Mumbai. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Nerul is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 5. The property's price is Rs 30.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 770 Square feet built-up area. The carpet-area is 450 Square ...",,,,Owner,View Phone,Contact
,75.0 L,EMI starts at 39.72 K,,1 BHK,,,R K Residency,,"Sector 17, Nerul,Navi Mumbai",Build Up Area,649 sq.ft,11.56 K/sq.ft,,"Check out this 1 BHK Apartment for sale in Nerul, Mumbai. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Nerul is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 7. The total number of floors in this project is 7. The property's price is Rs 75.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 649 Square feet built-up area. Educational institutions are c...",,,,Owner,View Phone,Contact
,50.0 L,EMI starts at 26.48 K,,1 BHK,,,Manjushree,,"Sector 15, Nerul,Navi Mumbai",Build Up Area,565 sq.ft,8.85 K/sq.ft,,"1 BHK Apartment for sale in Nerul, Navi Mumbai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Nerul which is a promising investment destination in Navi Mumbai. This might be your chance to grab the best 1 BHK property for sale in Nerul. The property is on floor 2 and the total number of floors is 2. This 1 BHK Apartment is available at a reasonable price of Rs 50.0 L. Residents also need to pay maintenance charges of Rs 1000. The built-up area is 590 Square feet. This property has provision for 1 bathroom. It enjoys a st...",,,,Owner,View Phone,Contact
